sourceur;full_address;Identifiant;Date de dernière modification;Nom;Label;Label Net-Public;Demande de labellisation Net-Public;Site Web;N° et libellé de voie;Code Insee commune;Code postal;Localité;Téléphone;Email;Latitude;Longitude;Précision;Personne à contacter;Services proposés;accompagnement;formation;acces libre;non;ACC NR;Nombre d'animateurs;Numéro DUI;Photo;Statut;Autre label;N° et libellé de voie.1;Horaires d'ouverture;lundi;mardi;mercredi;jeudi;vendredi;samedi;dimanche;JOURS NR;Entrée - Accès [Accessibilité];Équipement;Entrée - Ouverture de porte [Accessibilité];Entrée - Obstacle à la porte d'entrée [Accessibilité];Circulation - Circulation dans les allées [Accessibilité];Circulation - Accès en fauteuil dans tout le lieu [Accessibilité];Circulation - Ascenseurs (dimensions) [Accessibilité];Services et équipements - Sanitaires [Accessibilité];Services et équipements - Personnel formé à l'accueil des personnes en situation de handicap [Accessibilité];Services et équipements - Personnel initié à la langue des signes [Accessibilité];Extérieur - Place de parking réservée [Accessibilité];Extérieur - Places GIC/GIR à proximité [Accessibilité];Extérieur - Transports accessibles à proximité [Accessibilité];Tarif;Photo.1;Photo.2;Photo.3;N° et libellé de voie.2;Code Insee commune.1;Code postal.1;Localité.1;N° et libellé de voie.3;Circulation - Signalétique adaptée [Accessibilité];Services et équipements - Hauteur adaptée des comptoirs / guichets [Accessibilité];services et équipements - Personnel formé à l'accueil des personnes en situation de handicap [Accessibilité];Services et équipements - Place réservée au PMR [Accessibilité];Extérieur - Enseigne suffisamment lisible et visible [Accessibilité];Spécificité territoriale;Circulation - Ascenseurs (adaptations) [Accessibilité];Photo.4;Photo.5;Photo.6;Photo.7;Photo.8;Flux d'actualité;Courriel;Horaires initiations et ateliers;Entrée - Accès contrôlé [Accessibilité];Circulation - Escaliers [Accessibilité];Services et équipements - Visites adaptées aux personnes ayant une déficience [Accessibilité];Entrée - Largeur de porte en cm [Accessibilité];Circulation - Guidage [Accessibilité];Blog;Extérieur - Trottoirs (Obstacles) [Accessibilité];Entrée - En cas de présence d'une marche, préciser sa hauteur en cm [Accessibilité];Rue, Voie, Chemin;Rue, Voie, Chemin.1;Fédération Nationale de Sport Numérique;Ateliers;Espace Public Numérique (EPN des Yvelines);Commentaire;Intitulé;Autre Site Web;Texte long;N° et libellé de voie.4;N° et libellé de voie.5;Code Insee commune.2;Code postal.2;Localité.2;Site Web2;Vidéo;Circulation - Plan du lieu [Accessibilité];NETPUBLIC;Site Web de Formation ORDIDACTIC60;Vidéo.1;Visio-accueil Pôle-Emploi;Le blog de la médiathèque;Fax;Ce flux présente les actualités locales de l'Espace Informatique Cyber-base®;Ce flux affiche les programmes des ateliers qui sont planifiés à l'Espace Informatique Cyber-base®;Services proposés.1;Villes Internet;Accueil de jeunes;Accueil de seniors;Organisation d'évènements;Centre d'Animation des Portes Ferrées;Personne à contacter.1;Image;N° et libellé de voie.6;Mission;latitude;longitude;result_label;result_score;result_type;result_id;result_housenumber;result_name;result_street;result_postcode;result_city;result_context;result_citycode
Gironde;3, le grand verger 33860 Reignac;351A;;Centre de formation multimétiers - Dispositif Multiservices Insertion;PAPI;Emploi-Formation;;http://www.centre-formation-multimetiers.fr;3, le grand verger;351;33860;Reignac;05 57 42 66 22;cfm@cc-estuaire.fr;;;;;;0;0;0;0;NR;;;;;;;;0;0;0;0;0;0;0;NR;;;;;;;;;;;;;;Gratuit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45.237894;-0.513128;Le Grand Verger 33860 Reignac;0.85;street;33351_B142_c27100;;Le Grand Verger;;33860;Reignac;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33351
Gironde;Place de Géres 33410 Rions;355A;;Bibliothèque municipale;PAPI;Bibliothèque;;BLOG   / biblirions.canalblog.com;Place de Géres;355;33410;Rions;09 51 37 93 82;bibliorions@free.fr;;;;;;0;0;0;0;NR;;;;;;;;0;0;0;0;0;0;0;NR;;;;;;;;;;;;;;Gratuit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.664455;-0.352704;Place Jules de Gères 33410 Rions;0.74;street;33355_XXXX_ee831a;;Place Jules de Gères;;33410;Rions;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33355
Gironde;"  Romagne";358A;;Bibliothèque municipale;PAPI;Bibliothèque;;;;358;;Romagne;;;;;;"Salomé PERIGNON-THOMAS ";;0;0;0;0;NR;;;;;;;Mardi: 15h-18h Mercredi : 10h-12h/14h-18h Vendredi : 15h-18h30 Samedi : 10h-17h;0;2;3;0;5;6;0;;;;;;;;;;;;;;;Gratuit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.759225;-0.197819;Romagne;0.92;municipality;33358;;Romagne;;33760;Romagne;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33358
Gironde;Place de l'église 33670 SADIRAC;4f34022fde77fe55ff001194;14/02/2012;Bibliothèque municipale;;0;0;http://www.sadirac.com/;Place de l'église;33363;33670;SADIRAC;+33 5 56 30 61 17;bibliotheque@sadirac.com;44.781727;-0.411312;6;;;0;0;0;0;NR;;7899;;;;;;0;0;0;0;0;0;0;NR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.78298;-0.411181;Chemin de l'Église 33670 Sadirac;0.63;street;33363_XXXX_a49101;;Chemin de l'Église;;33670;Sadirac;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33363
Gironde;44 rue Dantagnan 33240 Saint-André-de-Cubzac;366B;;PRIJ du Cubzaguais;PAPI;Jeunesse;;;44 rue Dantagnan;366;33240;Saint-André-de-Cubzac;05 57 94 83 32;prij@cdc-cubzaguais.fr;;;;;;0;0;0;0;NR;;;;;;;Mardi/vendredi : 15h-19h Mercredi/jeudi : 14h-18h Samedi : 14h-17H (vacances : lundi au vendredi : 14h-19h);1;2;3;4;5;6;0;;;;;;;;;;;;;;;Gratuit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.994567;-0.444189;44 Rue Émile Dantagnan 33240 Saint-André-de-Cubzac;0.82;housenumber;ADRNIVX_0000000276047932;44;Rue Émile Dantagnan;;33240;Saint-André-de-Cubzac;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33366
Gironde;25 bis, rue Dantagnan  33240 Saint-André-de-Cubzac;366A;;Bibliothèque municipale;PAPI;Bibliothèque;;www.saintandredecubzac.fr;"25 bis, rue Dantagnan ";366;33240;Saint-André-de-Cubzac;05 57 43 67 39;"mediatheque@saintandredecubzac.fr ";;;;"Mme Armelle BERNARD ";;0;0;0;0;NR;;;;;;;Mardi, jeudi et vendredi : 15h30-18h30 Mercredi : 10h00-12h30 / 14h00-18h30 Samedi : 10h00-12h30 / 14h00-18h00;0;2;3;4;5;6;0;;;;;;;;;;;;;;;Gratuit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.994475;-0.445399;25 BIS Rue Émile Dantagnan 33240 Saint-André-de-Cubzac;0.82;housenumber;ADRNIVX_0000000276047916;25 BIS;Rue Émile Dantagnan;;33240;Saint-André-de-Cubzac;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33366
Gironde;" 33660 Saint-Antoine-sur-l'Isle";373A;;Bibliotheque municipale;PAPI;Bibliothèque;;;;373;33660;Saint-Antoine-sur-l'Isle;;mairiedestantoinesurlisle@wanadoo.fr;;;;;;0;0;0;0;NR;;;;;;;;0;0;0;0;0;0;0;NR;;;;;;;;;;;;;;Gratuit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45.026144;0.037239;Saint-Antoine-sur-l'Isle;0.92;municipality;33373;;Saint-Antoine-sur-l'Isle;;33660;Saint-Antoine-sur-l'Isle;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33373
Gironde;" 33820 Saint-Aubin-de-Blaye";374A;;Bibliothèque municipale;PAPI;Bibliothèque;;www.saint-aubin-de-blaye.fr;;374;33820;Saint-Aubin-de-Blaye;05.57.32.62.03 (mairie);"st-aubindeblaye@wanadoo.fr  ";;;;;;0;0;0;0;NR;;;;;;;Mardi au vendredi : 10h-12h30/14h-18h Samedi 10h-12h;0;2;3;4;5;6;0;;;;;;;;;;;;;;;Gratuit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45.267274;-0.561367;Saint-Aubin-de-Blaye;0.92;municipality;33374;;Saint-Aubin-de-Blaye;;33820;Saint-Aubin-de-Blaye;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33374
Gironde;Espace Magnolias – 3 rue Gilberte Bacquey 33160 Saint-Aubin-de-Médoc;376A;;PIJ;PAPI;Jeunesse;;www.saint-aubin-de-medoc.fr;Espace Magnolias – 3 rue Gilberte Bacquey;376;33160;Saint-Aubin-de-Médoc;05 56 95 93 31;polesolidarite@saintaubindemedoc.fr;;;;Florence Barre;;0;0;0;0;NR;;;;;;;;0;0;0;0;0;0;0;NR;;;;;;;;;;;;;;Gratuit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.913518;-0.724154;3 Allée Gilberte Baquey 33160 Saint-Aubin-de-Médoc;0.55;housenumber;ADRNIVX_0000000276097373;3;Allée Gilberte Baquey;;33160;Saint-Aubin-de-Médoc;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33376
Gironde;" 33220 Saint-Avit-Saint-Nazaire";378A;;Bibliothèque municipale;PAPI;Bibliothèque;;;;378;33220;Saint-Avit-Saint-Nazaire;;stavit.stnazaire@wanadoo.fr;;;;;;0;0;0;0;NR;;;;;;;;0;0;0;0;0;0;0;NR;;;;;;;;;;;;;;Gratuit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.849789;0.25678;Saint-Avit-Saint-Nazaire;0.92;municipality;33378;;Saint-Avit-Saint-Nazaire;;33220;Saint-Avit-Saint-Nazaire;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33378
Gironde;" 33820 Saint-Caprais-de-Blaye";380A;;Bibliothèque municipale;PAPI;Bibliothèque;;;;380;33820;Saint-Caprais-de-Blaye;;pointlecture.caprais@laposte.net;;;;;;0;0;0;0;NR;;;;;;;;0;0;0;0;0;0;0;NR;;;;;;;;;;;;;;Gratuit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45.285223;-0.563791;Saint-Caprais-de-Blaye;0.92;municipality;33380;;Saint-Caprais-de-Blaye;;33820;Saint-Caprais-de-Blaye;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33380
Gironde;Mairie, 4 Av. de Mercade 33880 Saint-Caprais-de-Bordeaux;381A;;Club Informatique Aprodisc;EPN;Informatique;;www.aprodisc.org;Mairie, 4 Av. de Mercade;381;33880;Saint-Caprais-de-Bordeaux;05 57 97 94 24;aprodisc@wanadoo.fr;;;;Mr Alexandre Sierra;;0;0;0;0;NR;;;;;;;Lundi au vendredi : 9h-12h/14h-17h;1;2;3;4;5;0;0;;;;;;;;;;;;;;;Gratuit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.750552;-0.436618;4 Avenue de Mercade 33880 Saint-Caprais-de-Bordeaux;0.74;housenumber;ADRNIVX_0000000276442104;4;Avenue de Mercade;;33880;Saint-Caprais-de-Bordeaux;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33381
Gironde;" 33920 Saint-Christoly-de-Blaye";382A;;Bibliothèque associative;PAPI;Bibliothèque;;;;382;33920;Saint-Christoly-de-Blaye;;;;;;;;0;0;0;0;NR;;;;;;;Mardi : 14h-18h Mercredi : 10h-12h et 14h-18h Jeudi : 16h30-18h Vendredi : 16h30-19h Samedi : 10h-16h;0;2;3;4;5;6;0;;;;;;;;;;;;;;;Gratuit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45.130158;-0.50806;Saint-Christoly-de-Blaye;0.92;municipality;33382;;Saint-Christoly-de-Blaye;;33920;Saint-Christoly-de-Blaye;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33382
Gironde;" 33230 Saint-Christophe-de-Double";385A;;Bibliothèque publique;PAPI;Bibliothèque;;;;385;33230;Saint-Christophe-de-Double;;"communedestchristophededouble@orange.fr ";;;;;;0;0;0;0;NR;;;;;;;"Mardi 14h- 18h30 Mercredi 9h30-12h30 et 14h30-18h30Vendredi14h- 18h30 et samedi 9h30-12h30 et 14h30-17h30 ";0;2;3;0;5;6;0;;;;;;;;;;;;;;;Gratuit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45.07962;0.015329;Saint-Christophe-de-Double;0.92;municipality;33385;;Saint-Christophe-de-Double;;33230;Saint-Christophe-de-Double;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33385
Gironde;5 Rue du Petit Village 33820 Saint-Ciers-sur-Gironde;389A;;Médiathèque municipale;EPN;Bibliothèque;;www.saint-ciers-sur-gironde.fr;5 Rue du Petit Village;389;33820;Saint-Ciers-sur-Gironde;05 57 32 84 36;mediatheque.st-ciers-gironde@wanadoo;;;;Céline Sicet;;0;0;0;0;NR;;;;;;;;0;0;0;0;0;0;0;NR;;;;;;;;;;;;;;Payant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45.291874;-0.614975;5 Rue du Petit Village 33820 Saint-Ciers-sur-Gironde;0.92;housenumber;ADRNIVX_0000000275916845;5;Rue du Petit Village;;33820;Saint-Ciers-sur-Gironde;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33389
Gironde;Place du 8 mai 1945 33820 Saint-Ciers-sur-Gironde;389B;;BIJ Point Accueil Jeunes;EPN;Jeunesse;;;Place du 8 mai 1945;389;33820;Saint-Ciers-sur-Gironde;05 57 32 89 77;bij.st-ciers.benoit@wanadoo.fr;;;;Benoît Despujos;;0;0;0;0;NR;;;;;;;;0;0;0;0;0;0;0;NR;;;;;;;;;;;;;;Gratuit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45.290785;-0.610424;Place du 8 Mai 1945 33820 Saint-Ciers-sur-Gironde;0.92;street;33389_XXXX_d2c61a;;Place du 8 Mai 1945;;33820;Saint-Ciers-sur-Gironde;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33389
Gironde;Place de Verdun 33910 Saint-Denis-de-Pile;393B;;PRIJ intercommunal – Bibliothèque;PAPI;Jeunesse;;;Place de Verdun;393;33910;Saint-Denis-de-Pile;05 57 55 44 20;bibliotheque@mairie-stdenisdepile.fr;;;;;;0;0;0;0;NR;;;;;;;;0;0;0;0;0;0;0;NR;;;;;;;;;;;;;;Gratuit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.965987;-0.172745;Rue du Lavie 33910 Saint-Denis-de-Pile;0.58;street;33393_0171_fe93ae;;Rue du Lavie;;33910;Saint-Denis-de-Pile;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33393
Gironde;Place de Verdun 33910 Saint-Denis-de-Pile;393A;;Bibliothèque municipale;PAPI;Bibliothèque;;www.mairie-saintdenisdepile.fr;Place de Verdun;393;33910;Saint-Denis-de-Pile;05.57.55.19.45;bibliotheque@mairie-saintdenisdepile.fr;;;;Olivia Cessac;;0;0;0;0;NR;;;;;;;Lundi au Vendredi : 10h30-12h30/14h30-17h;1;2;3;4;5;0;0;;;;;;;;;;;;;;;Gratuit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.965987;-0.172745;Rue du Lavie 33910 Saint-Denis-de-Pile;0.58;street;33393_0171_fe93ae;;Rue du Lavie;;33910;Saint-Denis-de-Pile;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33393
Gironde;5 Rue de l'Eglise 33750 Saint-Germain-du-Puch;413A;;Bibliotheque municipale;Projet;Bibliothèque;;;5 Rue de l'Eglise;413;33750;Saint-Germain-du-Puch;05 57 24 51 19;bibliotheque-stgermaindupuch@orange.fr;;;;Mme Valérie Bloin;;0;0;0;0;NR;;;;;;;;0;0;0;0;0;0;0;NR;;;;;;;;;;;;;;Payant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.856753;-0.321789;Rue de l'Église 33750 Saint-Germain-du-Puch;0.87;street;33413_XXXX_79c63a;;Rue de l'Église;;33750;Saint-Germain-du-Puch;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33413
Gironde;" 33190 Saint-Hilaire-de-la-Noaille";418A;;Bibliothèque municipale;PAPI;Bibliothèque;;;;418;33190;Saint-Hilaire-de-la-Noaille;;saint-hilairenovalia-medias@wanadoo.fr;;;;;;0;0;0;0;NR;;;;;;;lundi au vendredi : 8h30-12h30/ 13h30-18h;1;2;3;4;5;0;0;;;;;;;;;;;;;;;Gratuit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.600832;0.00158;Saint-Hilaire-de-la-Noaille;0.92;municipality;33418;;Saint-Hilaire-de-la-Noaille;;33190;Saint-Hilaire-de-la-Noaille;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33418
Gironde;120 ave du Las BP 10 33127 Saint-Jean-d'Illac;422A;;PIJ – Espace Jeunes;PAPI;Jeunesse;;;120 ave du Las BP 10;422;33127;Saint-Jean-d'Illac;05  56 21 83 19;espacejeunes.illacais@wanadoo.fr;;;;Véronique Soulié;;0;0;0;0;NR;;;;;;;Mardi, jeudi, vendredi, samedi : 13h-17h Mercredi : 13h-19h;0;2;3;4;5;6;0;;;;;;;;;;;;;;;Gratuit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.811185;-0.781989;120 Avenue du Las 33127 Saint-Jean-d'Illac;0.74;housenumber;ADRNIVX_0000000276319959;120;Avenue du Las;;33127;Saint-Jean-d'Illac;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33422
Gironde;4 rue du Gal de Gaulle 33112 Saint-Laurent-Médoc;424A;;Bibliothèque municipale;PAPI;Bibliothèque;;;4 rue du Gal de Gaulle;424;33112;Saint-Laurent-Médoc;05 56 73 39 79;bibliotheque.slm@wanadoo.fr;;;;;;0;0;0;0;NR;;;;;;;Lundi/Mardi/Jeudi/Vendredi : 14h-18h Mercredi : 10h-12h/14h-19h Samedi : 10h-12h30;1;2;3;4;5;6;0;;;;;;;;;;;;;;;Gratuit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45.150514;-0.822086;4 Rue du Général de Gaulle 33112 Saint-Laurent-Médoc;0.82;housenumber;ADRNIVX_0000000358083357;4;Rue du Général de Gaulle;;33112;Saint-Laurent-Médoc;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33424
Gironde;32 Chemin de Nice 33450 Saint-Loubès;433A;;Bibliothèque municipale François Mitterand;PAPI;Bibliothèque;;;32 Chemin de Nice;433;33450;Saint-Loubès;05 56 78 98 82;bibliotheque-municipale@saint-loubes.fr;;;;;;0;0;0;0;NR;;;;;;;;0;0;0;0;0;0;0;NR;;;;;;;;;;;;;;Gratuit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.913776;-0.421902;32 Chemin de Nice 33450 Saint-Loubès;0.91;housenumber;ADRNIVX_0000000276110952;32;Chemin de Nice;;33450;Saint-Loubès;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33433
Gironde;" 33650 Saint-Médard-d'Eyrans";448A;;Bibliothèque municipale;PAPI;Bibliothèque;;http://www.saint-medard-deyrans.fr;;448;33650;Saint-Médard-d'Eyrans;;mairie.st.medard.eyrans@wanadoo.fr;;;;;;0;0;0;0;NR;;;;;;;;0;0;0;0;0;0;0;NR;;;;;;;;;;;;;;Gratuit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.718223;-0.510184;Saint-Médard-d'Eyrans;0.92;municipality;33448;;Saint-Médard-d'Eyrans;;33650;Saint-Médard-d'Eyrans;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33448
Gironde;62 Place de la République – BP 22 33160 Saint-Médard-en-Jalles;449B;;Espace jeunes BIJ;EPN;Jeunesse;;http://saint-medard-en-jalles.cyber-base.org/;62 Place de la République – BP 22;449;33160;Saint-Médard-en-Jalles;05 56 05 10 01;bij@saint-medard-en-jalles.fr;;;;;;0;0;0;0;NR;;;;;;;du mardi au vendredi : 10h-12h30 / 14h-17h30 (sauf jeudi matin);0;2;3;4;5;0;0;;;;;;;;;;;;;;;Gratuit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.893613;-0.71553;62 Place de la République 33160 Saint-Médard-en-Jalles;0.84;housenumber;ADRNIVX_0000000311847352;62;Place de la République;;33160;Saint-Médard-en-Jalles;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33449
Gironde;Place de la République 33160 Saint-Médard-en-Jalles;449A;;Médiathèque Carré des Jalles;EPN;Bibliothèque;;http://www.carredesjalles.org/;Place de la République;449;33160;Saint-Médard-en-Jalles;05 57 93 18 50;bibliotheque@saint-medard-en-jalles.fr;;;;Evelyne Guiraud;;0;0;0;0;NR;;;;;;;Mercredi : 14h-19h Jeudi : 16h-19h Vendredi : 16h-22h Samedi : 14h-19h Dimanche : 14h-18h;0;0;3;4;5;6;7;;;;;;;;;;;;;;;Gratuit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.893806;-0.715334;Place de la République 33160 Saint-Médard-en-Jalles;0.93;street;33449_XXXX_743f87;;Place de la République;;33160;Saint-Médard-en-Jalles;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33449
Gironde;rue Michel de Rieufret 33650 Saint-Morillon;454A;;Bibliothèque associative;PAPI;Bibliothèque;;;rue Michel de Rieufret;454;33650;Saint-Morillon;;lagrappouille.association@neuf.fr;;;;Mr Picard et Mme Supplice;;0;0;0;0;NR;;;;;;;Lundi : 9h-12h mardi au Vendredi : 9h-12h/14h-19h Samedi : 10h-12h;1;2;3;4;5;6;0;;;;;;;;;;;;;;;Gratuit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.647152;-0.499542;Route de Saint-Michel de Rieufret 33650 Saint-Morillon;0.66;street;33454_XXXX_cac698;;Route de Saint-Michel de Rieufret;;33650;Saint-Morillon;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33454
Gironde;Mairie 33820 Saint-Palais;456A;;Bibliothèque publique;PAPI;Bibliothèque;;;Mairie;456;33820;Saint-Palais;05 57 32 80 78;mairie.st.palais33@wanadoo.fr;;;;Terrancle Jacky;;0;0;0;0;NR;;;;;;;Lundi/mardi/jeudi : 13h-18h mercredi/vendredi : 10h-12h/14h-19H;1;2;3;4;5;0;0;;;;;;;;;;;;;;;Gratuit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45.313233;-0.589856;Saint-Palais;0.65;municipality;33456;;Saint-Palais;;33820;Saint-Palais;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33456
Gironde;" 33390 Saint-Paul";458A;;Bibliothèque municipale;PAPI;Bibliothèque;;;;458;33390;Saint-Paul;;bibliotheque.saintpaul@orange.fr;;;;;;0;0;0;0;NR;;;;;;;Mardi/Jeudi : 14h30-18h Mercredi : 10h-18h Vendredi : 14h30-19h Samedi :10h30-16h30;0;2;3;4;5;6;0;;;;;;;;;;;;;;;Gratuit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45.147765;-0.605967;Saint-Paul;0.92;municipality;33458;;Saint-Paul;;33390;Saint-Paul;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33458
Gironde;Place de la Libération 33920 Saint-Savin;473B;;Internet rural Hte-Gironde – Cyberactibus;itinérant;EducPop;;http://pagesperso-orange.fr/cyberactibus/site%20cyber/infos.htm;Place de la Libération;473;33920;Saint-Savin;06 72 46 06 77;cyberactibus@hotmail.com;;;;;;0;0;0;0;NR;;;;;;;mercredi: 14h-18h jeudi/vendredi : 16h-18h samedi : 14h-18h (+ créneaux horaires (11h) réservés à l'initiation individuelle);0;0;3;4;5;6;0;;;;;;;;;;;;;;;Gratuit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45.140247;-0.446913;Place de la Libération 33920 Saint-Savin;0.92;street;33473_XXXX_a8c047;;Place de la Libération;;33920;Saint-Savin;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33473
Gironde;20 rue Jacques Vergeron 33920 Saint-Savin;473A;;Bibliothèque municipale;PAPI;Bibliothèque;;;20 rue Jacques Vergeron;473;33920;Saint-Savin;05 57 58 95 09;biblio.st.savin@wanadoo.fr;;;;;;0;0;0;0;NR;;;;;;;mardi/jeudi/vendredi : 16h-18h30 mercredi : 10h-18h30;0;2;3;4;5;0;0;;;;;;;;;;;;;;;Gratuit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45.138583;-0.445776;20 Rue Jacques Vergeron 33920 Saint-Savin;0.92;housenumber;ADRNIVX_0000000275954204;20;Rue Jacques Vergeron;;33920;Saint-Savin;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33473
Gironde;" 33650 Saint-Selve";474A;;Bibliothèque municipale;PAPI;Bibliothèque;;;;474;33650;Saint-Selve;;bibliotheque@mairie-saintselve.fr;;;;;;0;0;0;0;NR;;;;;;;Lundi/Jeudi :13h30–18h Mardi/Mercredi/Vendredi :10h-12h/13h30-18h;1;2;3;4;5;0;0;;;;;;;;;;;;;;;Gratuit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.670492;-0.480688;Saint-Selve;0.92;municipality;33474;;Saint-Selve;;33650;Saint-Selve;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33474
