Nom;Présentation;Photo;Horaires d'ouverture;Services itinérants;Adresse;Complément d'adresse;Code Postal;Ville;Email de contact;Site internet;Téléphone;Parking à proximité;Accès transports en commun;Plan d'accès;Accessibilité;Lien Facebook;Lien Twitter;Lien Google+;Date de création de la fiche;Date de la dernière modification de la fiche;Pôle emploi;CPAM;CNAV;GRDF;La Poste;MSA;CAF;Agence départementale d'information sur le logement (ADIL);Agence locale de l’énergie (ALE);Banque de France;Cap Emploi;Centre communal d'action sociale (CCAS);Centre intercommunal d’action sociale (CIAS);Centre local d'information et de coordination (CLIC);Centre social;Chambre d'agriculture;Chambre de commerce et d'industrie (CCI);Chambre de métiers et de l'artisanat (CMA);Conseil départemental;Conseil départemental de l’accès au droit (CDAD);Croix-Rouge;Défenseur des droits;EDF;Fédération nationale des accidentés du travail et des handicapés (FNATH);Greta (formation continue pour les adultes);Maison de l'emploi;Maison départementale des personnes handicapées (MDPH);Médecine du travail;Mission locale;Plan local pour l'insertion et l’emploi (PLIE);Point d'accès au droit;Point d'appui à la vie associative;Point Info Famille;Point Info Jeunesse;Point Protection Maternelle Infantile;Préfecture;Protection, Amélioration, Conservation, Transformation de l'habitat (PACT);Régime social des indépendants (RSI);Réseau d'Ecoute, d'Appui et d'Accompagnement des Parents (REAAP);Trésor Public;Union de Recouvrement des Cotisations de Sécurité Sociale et d'Allocations Familiales (URSSAF);Union départementale des associations familiales (UDAF);Autre;Autres partenaires et services;Planning des permanences;Equipements à disposition;Autres équipements;Dans les mêmes locaux;Autres services dans les locaux;Année d'ouverture de la maison;Année de labellisation de la maison;Structure porteuse de la Maison de services au public;Appartenance à un réseau territorial;Connexion avec d'autres Maisons de services au public;Autres labels;Informations complémentaires
Aigre (Bureau de Poste);Le bureau de poste réunit les services sous un même toit avec une Maison de services au public et devient un véritable lieu d’accueil, d’information, et d’orientation. Le bureau dispose d’un îlot de services au public avec un accès à des services numériques. Les habitants peuvent être accompagnés dans leurs démarches de la vie quotidienne, en lien avec les opérateurs de services publics « essentiels ».;Oui;Lundi : 9H00-12H00 13h30-16H30 Mardi : 9H00-12H00 13H30-16H00 Mercredi : 9H00-12H00 Jeudi : 9H00-12H00 13H30-16H30 Vendredi : 9H00-12H00 13H30-16H30 Samedi : 9H00-12H00 FERME;Non;12 rue du Pont Raymond;;16140;Aigre;msap.aigre@laposte.fr;;;Oui;;Non;Handicap auditif, Handicap moteur, Handicap visuel;;;;03/10/2016;24/01/2018;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;;Non;Accès Internet|Espace de confidentialité|Imprimante|Photocopieuse|Scanner|Visio conférence|Wifi;;Bureau de Poste;;;;La Poste;;;;
Aigues-Mortes;;Non;;;50 boulevard Gambetta;;30220;Aigues-Mortes;;;;Non;;Non;;;;;28/06/2017;28/06/2017;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;;Non;;;;;;;;;;;
Aire sur l'Adour - Saint-Louis;A la Maison de services au public Saint-Louis, vous pouvez obtenir des informations et effectuer des démarches relevant de plusieurs administrations ou organismes publics. Située en plein centre ville, la Maison vous permet d'accéder à une large palette de services. Plusieurs agents de la MSAP, formés par les opérateurs partenaires, vous accueillent du lundi au vendredi. Ils vous offrent ainsi une aide, une écoute et un accompagnement de qualité pour toutes vos démarches de la vie quotidienne : aides et prestations sociales, emploi, insertion, retraite, prévention santé, accès aux droits, petite enfance...;Oui;Lundi : 9h-12h30 et 13h30-17h30 Mardi : 9h-12h30 et 13h30-17h30 Mercredi : 9h-12h30 et 13h30-17h30 Jeudi : 9h-12h30 et 13h30-17h30 Vendredi : 9h-12h30 et 13h30-16h30;Non;4 rue René Méricam;;40800;Aire-sur-l'Adour;msap@ciasairesuradour.fr;Site internet;05 58 71 61 65;Oui;;Non;Handicap moteur;;;;06/03/2017;08/03/2018;Oui;Oui;Oui;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Oui;Oui;Les services du Conseil Départemental des Landes : Pôle Social, Pôle Protection de l'Enfance, la Protection Maternelle et Infantile (PMI), et le Centre de Planification et d'Education Familiale (CPEF). Les autres services : Accompagnement individuel à la reprise d'emploi dans les Landes (AIREL), Service Pénitentiaire d’Insertion et de Probation (SPIP), le Centre Médico-Psycho Pédagogique (CMPP), l'Association Solidarité par le Travail (AST), Association Accueil et Solidarité, Centre Hospitalier Sainte-Anne (psychiatre) et CMP, Association Médiation et Conflits Familiaux (AMCF);Oui;Accès Internet|Imprimante|Photocopieuse|Scanner;;Centre intercommunal d'action sociale (CIAS)|Centre social|Espace Public Numérique|Relai Assistantes Maternelles (RAM);Association Accueil et Solidarité, Centre médico-psycho-pédagogique, AMCF, AST;02/01/2017;27/10/2016;Centre Intercommunal d'Action Sociale d'AIRE SUR ADOUR;;;;
Ajaccio - Jardins de l'Empereur;Les agents accueillent, informent et accompagnent les usagers dans leurs démarches administratives relevant de : - la CAF, la CPAM, Pole emploi Des équipements bureautiques sont mis à la disposition du public : PC , imprimante, scanner Permanences : - Mission Locale: 2ème et 4ème jeudi après midi du mois : 14h à16h - Défendeur des droits: 1er mardi après midi du mois : 14h à 16h - Ava Basta les 2ème et 4ème mercredi matin du mois : 9h à12h la MSAP est aussi : - Relais actes administratifs de l'Etat Civil - Relais Allo Mairie - Point Relais colis;Oui;Lundi : 8h - 16h Mardi : 8h - 16h Mercredi : 8h - 16h Jeudi: 8h - 16h Vendredi : 8h - 16h  ;Non;Avenude la grande armée Tour Napoléon;;20000;Ajaccio;n.martelli@ville-ajaccio.fr;;04.95.10.25.01;Non;;Non;;;;;10/03/2017;20/04/2018;Oui;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;A.F.P.A Relais Allo Mairie Relais actes administratifs de l'Etat Civil Ava Basta Point Relais Colis (Colissimo, Chronopost etc );Oui;Accès Internet|Espace de confidentialité|Imprimante|Scanner;;;;03/05/2004;09/12/2016;Ville d'Ajaccio;;;;
Alban;"Dans un souci de proximité géographique et humaine, la Communauté de Communes des Monts d'Alban et du Villefranchois a porté la mise en place d'une Maison de Services au Public. La ""Maison des Services d'Alban"" regroupe en un lieu unique divers partenaires dans les domaines de l'emploi, de la formation, du logement, de la santé et du social. Lors des permanences des organismes ou avec l'aide de l'agent en charge de l'accompagnement des usagers (numérique, papier, etc.), vous y trouverez les conseils, informations, aides et mises en relation directes avec nos partenaires pour toutes vos démarches administratives. 1 lieu, 1 interlocuteur, des réponses !";Oui;Le lundi: De 8h30 à 17h30 et du mardi au vendredi de 8h30 à 12h30 et de 14h00 à 17h30 Samedi, dimanche et jours feriés : fermée ;Non;1 rue du Sénateur Boularan;;81250;Alban;accueil@ccmav.fr;Site internet;05 63 79 26 70;Oui;Transport à la demande : Accessible sur les Communes d’Alban, Curvalle, Le Fraysse, Massals, Miolles, Paulinet, Saint-André et Trébas. Retrouvez toutes les informations détaillées (tarifs, horaires, etc.) sur le site de la Communauté de Communes www.montsalban-villefranchois.fr Ligne départementale 708 (Lacaune > Alban > Albi) Horaires : http://tarnbus.tarn.fr/Documents/TarnBus_FicheHoraire708.pdf Ligne Régionale 920 (Millau > Albi) Horaires : http://www.midipyrenees.fr/-Actualite-Le-reseau-routier-regional-d-autoc... Covoiturage : De nombreuses destinations sont desservies au quotidien Tous les contact utiles sur le site du département dédié au covoiturage : https://covoiturage.tarn.fr/;Oui;Handicap auditif, Handicap mental, Handicap moteur, Handicap visuel;;;;18/03/2016;15/06/2018;Oui;Oui;Non;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Oui;- Services au public de la Communauté de Communes des Monts d'Alban et du Villefranchois (information tourisme, enfance jeunesse, personnes âgées, transports, …) - Antenne services du Conseil Départemental - Association ADMR Alban / Le Fraysse - Chambre des métiers et de l’artisanat du Tarn - Chambre d’agriculture du Tarn - Conseil d’Architecture d’Urbanisme et de l’Environnement (CAUE) du Tarn - Conciliateur de justice - Service de Soins Infirmiers à domicile Du Tarn à L’Agout (SSIAD) - Service Paritaire de Santé au Travail du Tarn (SPSTT) - Direction Départementale des Territoires du Tarn - Direction départementale de la Cohésion sociale et de la protection des populations - Caisse d’Assurance Retraite et de la Santé Au Travail (CARSAT) Midi-Pyrénées - Maison Commune Emploi Formation (MCEF) de l'Albigeois et des Bastides - Comité Départemental du Tourisme (CDT) - CUMA des Monts d’Alban - Syndicat des Jeunes Agriculteurs (JA) du canton d’Alban;Non;Accès Internet|Espace de confidentialité|Fax|Imprimante|Photocopieuse|Scanner|Téléphone|Visio conférence|Wifi;Salles de réunion;Communauté de communes|Espace Public Numérique;Professionnels de santé;01/01/2017;29/12/2015;Communauté de Communes des Monts d'Alban et du Villefranchois;Réseau Tarnais des MSAP (en cours de constitution);;;
Albens/Entrelacs;La création de la MSAP d’ Entrelacs est née de la volonté d’apporter toujours plus de services de proximité aux habitants de GRAND LAC sur le territoire de l'albanais dans le RELAIS GRAND-LAC. La MSAP se situe 60 rue joseph Michaud, Albens 73410 Entrelacs Lieu d'accueil, d'information, de conseil et d'orientation pour les personnes en recherche d'emploi et de formation, elle propose un accompagnement individualisé. Elle accompagne également les entreprises locales dans leur besoin en recrutement. La MSAP propose des services complémentaires, elle vous accompagne dans les démarches administratives numériques de la CAF, CARSAT, POLE EMPLOI, CPAM. Parking à proximité;Oui;Le lundi : 8h30 à 12h30 mardi : de 8h30 à 12h30 mercredi : 8h30 à 17H00 le jeudi de 8h30 à 17H00 Le vendredi de  8h30 à 17H00  ;Non;60 rue Joseph Michaud;Albens;73410;Albens;relais.albanais@grand-lac.fr;Site internet;+33479638946;Oui;;Non;;;;;09/03/2016;15/06/2018;Oui;Oui;Oui;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Oui;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;;Non;Accès Internet|Espace de confidentialité|Imprimante|Photocopieuse|Scanner|Téléphone|Visio conférence|Wifi;;Office de tourisme;;09/03/2016;09/03/2016;grand lac;;;;
Albestroff (Bureau de Poste);Le bureau de poste réunit les services sous un même toit avec une Maison de services au public et devient un véritable lieu d’accueil, d’information, et d’orientation. Le bureau dispose d’un îlot de services au public avec un accès à des services numériques. Les habitants peuvent être accompagnés dans leurs démarches de la vie quotidienne, en lien avec les opérateurs de services publics « essentiels ».;Oui;Lundi : 9h - 12h et 14h - 16h30 Mardi : 9h - 12h et 14h - 16h30 Mercredi : 9h - 12h et 14h - 16h30 Jeudi : 9h - 12h et 14h - 16h30 Vendredi : 9h - 12h et 14h - 16h30 Samedi : 9h - 12h;Non;3 rue du château;;57670;Albestroff;msap.albestroff@laposte.fr;;;Non;;Non;;;;;18/07/2016;18/04/2018;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Oui;DDFIP Direction Départementale des Finances Publiques;Oui;Accès Internet|Espace de confidentialité|Imprimante|Photocopieuse|Scanner|Visio conférence|Wifi;;Bureau de Poste;;01/04/2016;01/04/2016;La Poste;;;;
Albi Rive droite;;Non;;Non;24 square Bonaparte;;81000;Albi;msap@mairie-albi.fr;;05 63 49 15 00;Non;;Non;;;;;26/06/2018;26/06/2018;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;;Non;;;;;;;;;;;
Alboussière;Située à Alboussière, au sein d'un Espace Public Numérique (EPN), la Maison de Services au Public est un point d'accueil où vous pourrez : - bénéficier d'un accompagnement personnalisé - être informé de vos droits auprès de divers organismes - être aidé et conseillé dans la constitution, le transfert de dossiers, la lecture et la rédaction de courriers - accéder aux formulaires administratifs disponibles en ligne - effectuer des démarches administratives par internet ou téléphone - créer et accéder à vos comptes sur vos espaces personnels - télécharger et imprimer des attestations, des formulaires et notices... L'accès à la Maison est gratuit, confidentiel et accessible que vous soyez résident permanent, nouvel arrivant, de passage dans la région ou à la recherche d'informations spécifiques. Bienvenue !;Oui;Lundi : 10h - 12h 13 h 45 - 17 h Mardi : 10h - 12h 13 h 45 - 17 h Mercredi : 09h - 12h   Jeudi : 10h - 12h 13 h 45 - 17 h Vendredi : 10h - 12h 13 h 45 - 17 h Samedi : 09h - 12h 13 h 45 - 16 h 30;Non;20 rue des écoliers;;07440;Alboussière;msap@rhone-crussol.fr;Site internet;04 75 58 29 13;Oui;"Ligne de bus n°46 ""Citéa"" Vernoux en Vivarais - Valence (gare routière) : arrêt ""Alboussière centre"" à 200m";Oui;Handicap moteur, Handicap visuel;https://www.facebook.com/MSAPAlboussiere/;;;24/02/2016;27/09/2017;Oui;Oui;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Oui;Direction Départementale des Territoires (DDT);Non;Accès Internet|Espace de confidentialité|Fax|Imprimante|Photocopieuse|Scanner|Téléphone|Wifi;;Espace Public Numérique|Office de tourisme;Centre de services (photocopies, reliures...);01/10/2007;01/10/2007;Communauté de Communes Rhône Crussol;;Pays des Vans en Cévennes, Canton de Valgorge, Saint-Marcel d'Ardèche, Lachamp-Raphaël, Thueyts, MSAP MONTAGNE D'ARDECHE, Saint Agrève, La Voulte sur Rhône, Vernoux-en-Vivarais, Vallon Pont d'Arc;Espace Public Numérique (EPN) NetPublic Inforoutes de l'Ardèche;
Albret - Nérac;La MSaP d'Albret vous accueille dans l'Espace Emploi (Offres d'emploi affichées, ordinateurs à disposition, Visio Pôle Emploi), l'Espace Administration (Partenaires: Caf, Pôle Emploi, Cpam, Carsat, Edf, Msa, Dgfip, Erdf, Mdph...) et l'Espace Mission Locale (réservé aux - de 25 ans). Information et accompagnement dans toutes les démarches administratives, dans les recherches d'emploi, la mise en relation offres d'emploi/demandeurs d 'emploi, les formations...;Oui;NÉRAC :  Lundi au Vendredi  9h-12h - en libre accès - Centre Haussmann  14h-17h- SUR RENDEZ-VOUS - Centre Haussmann Pour le service itinérant : sans rdv LAVARDAC : Lundi 9h - 12h - Maison des Associations SOS : Mardi 9h - 12h - Mairie BUZET-sur-BAISE : Mercredi 9h - 12h Mairie MÉZIN : Jeudi 9h - 12h Mairie;Oui;10 place Aristide Briand;;47600;Nérac;rsp@pays-albret.fr;Site internet;Administration : 05 53 97 43 89 / 06 30 88 30 80 / Emploi: 05 53 97 54 86 / Mission Locale : 05 53 97 43 85 / 07 85 24 66 40;Oui;Bus TIDEO;Oui;Handicap moteur, Handicap visuel;;;;24/02/2016;21/03/2017;Oui;Oui;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Non;Oui;;Oui;Accès Internet|Espace de confidentialité|Imprimante|Visio conférence|Wifi;Point phone EDF;;;;;Syndicat Mixte du Pays d'Albret;;;Relais services publics depuis 2007;
Alco;;Non;Lundi : 8h45 - 12h30 / 14h-17h Mardi : 8h45 - 12h30 / 14h-17h Mercredi : fermé Jeudi : 8h45 - 12h30 / 14h-17h Vendredi : 8h45 - 12h30 - Fermé après-midi;Non;101 Rue Robert FABRE;;34080;Montpellier;s.gilles@fondationface.org;;04.99.23.17.69;Oui;Tramway ligne 3 : arrêt Pergola;Oui;Handicap mental, Handicap moteur, Handicap visuel;;;;06/09/2017;12/06/2018;Oui;Oui;Oui;Non;Oui;Non;Oui;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;;Non;Accès Internet|Espace de confidentialité|Fax|Imprimante|Scanner;;;;;;FACE HERAULT;Réseau Rimbaud;;PCB Niveau 1;
Allanche;La Maison des services à Allanche était un bâtiment auparavant inoccupé. Il accueille désormais divers services, du domaine de la santé à l’agence postale, en passant par les services sociaux départementaux ou encore la médiathèque. Installé dans un bâtiment contigu aux locaux de la mairie, ce nouveau point névralgique a pour objectif de répondre aux besoins quotidiens des habitants et de leur assurer une meilleure qualité de vie en accueillant un cabinet médical, un cabinet d’infirmières, un cabinet de kinésithérapie, une agence postale intercommunale, la médiathèque communale, une antenne du centre des Finances Publiques mais aussi du centre médico-social départemental. La Maison des Services d'Allanche est labellisée Relais de Services Publics depuis le 18 Décembre 2013.;Oui;Du lundi au samedi de 9h à 12h;Non;Rue des forgerons;;15160;Allanche;ap.allanche@laposte.fr;Site internet;04 71 78 68 33;Oui;;Non;Handicap moteur;;;;24/02/2016;14/05/2018;Oui;Oui;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;Oui;;Non;Photocopieuse;;Bibliothèque|Bureau de Poste|Médiathèque;;;;Hautes Terres Communauté;;Murat, Neussargues;;
Allos (Bureau de Poste);Le bureau de poste réunit les services sous un même toit avec une Maison de services au public et devient un véritable lieu d’accueil, d’information, et d’orientation. Le bureau dispose d’un îlot de services au public avec un accès à des services numériques. Les habitants peuvent être accompagnés dans leurs démarches de la vie quotidienne, en lien avec les opérateurs de services publics « essentiels ».;Oui;Du lundi au vendredi de 09h00 à 12h00 et de 14h00 à 16h00 et le samedi de 09h00 à 11h30;Non;LE PRE DE FOIRE;;04260;Allos;msap.allos@laposte.fr;;;Oui;;Non;Handicap auditif;;;;04/01/2017;07/06/2018;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;;Non;Accès Internet|Espace de confidentialité|Imprimante|Photocopieuse|Scanner|Visio conférence|Wifi;;Bureau de Poste;;07/03/2017;09/03/2017;La Poste;;;;
Alsace Bossue - Drulingen;Deux Maisons de services au public cohabite sur le nouveau territoire de la Communauté de Communes de l'Alsace Bossue. L'une se situe à Drulingen et l'autre à Sarre Union.;Oui;Lundi : 8h00 - 12h00 et 13h00 - 16h45 Mardi : 8h00 - 12h00 et 13h00 - 16h45 Mercredi : 8h00 - 12h00 et 13h00 - 16h45 Jeudi : 8h00 - 12h00 et 13h00 - 16h45 Vendredi : 8h00 -12h00;Non;6 rue de Weyer;;67320;Drulingen;mds.drulingen@orange.fr;Site internet;03.88.01.21.10;Oui;;Non;Handicap moteur, Handicap visuel;https://www.facebook.com/MDSAlsaceBossue/;https://twitter.com/MDSAlsaceBossue;;22/11/2016;29/05/2018;Oui;Non;Oui;Non;Non;Oui;Oui;Oui;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Oui;Bureau d'Accès au Logement, INFO ENERGIE, URBAM, La maison des entrepreneurs de Saverne, ABRAPA, Association ID-AL/IDE-AL;Oui;Accès Internet|Espace de confidentialité|Fax|Imprimante|Photocopieuse|Scanner|Visio conférence;;Centre social|Communauté de communes|Espace Public Numérique|Maison départementale des personnes handicapées (MDPH);Atelier d'architecture Alain BENEDICK, Masseur Kinésithérapeute - Philippe OBRINGER;;18/10/2016;COMMUNAUTE DE COMMUNES DE L'ALSACE BOSSUE;;Alsace Bossue - Sarre-Union;;
Alsace Bossue - Sarre-Union;Deux Maisons de Services au Public cohabite sur le nouveau territoire de la Communauté de Communes d'Alsace Bossue. L'une se situe à Sarre-Union et l'autre à Drulingen;Oui;Lundi : 8h00-12h00 et 13h00-17h00 Mardi : 8h00-12h00 et 13h00-17h00 Mercredi : 8h00-12h00 et 13h00-17h00 Jeudi : 8h00-12h00 et 13h00-17h00 Vendredi : 8h00-12h00 et 13h00-16h00;Non;14 rue Vincent d’Indy;;67260;Sarre-Union;contact@ccab.eu;Site internet;03.88.01.43.43;Oui;;Non;Handicap moteur;;;;17/11/2017;12/12/2017;Oui;Oui;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;Chambre Régional du Surendettement (CRESUS), Bureau d'Accès au Logement, Sos Aide aux Habitants, Maison des Entrepreneurs, Association Emploi Service, Cirfa ( Armée de Terre), Inspection du Travail, Syndicat des Eaux et de l'Assainissement( SDEA), URBAM, Info Energie, SGS Objectif Code, Orthophoniste;Oui;Accès Internet|Espace de confidentialité|Fax|Imprimante|Photocopieuse|Scanner|Téléphone|Wifi;;Centre social|Communauté de communes|Espace Public Numérique|Maison de l'emploi|Relai Assistantes Maternelles (RAM);;;;Communauté de Communes d'Alsace Bossue;;Alsace Bossue - Drulingen;;
Ambarès-et-Lagrave;La Maison de services au public d'Ambarès-et-Lagrave est proposée au sein du Centre socioculturel Danielle Mitterrand. Elle s'inscrit dans la volonté du Centre socioculturel d'accompagner les habitants dans leurs démarches dans un objectif d'autonomie et de leur offrir un accompagnement bienveillant, individualisé et de qualité;Non;Lundi 9h30-12h30 / 14h-19h Mardi 9h30-12h30 / 14h-17h Mercredi 9h30-12h30 / 14h-18h Jeudi 8h30-12h30 / 14h-17h Vendredi 14h-18h;Non;1 rue Louis Massina;;33440;Ambarès-et-Lagrave;contact@cscdm.fr;;0556776264;Oui;Lianes 7 Ligne bus 90 / 92 / 93;Non;Handicap auditif, Handicap mental, Handicap moteur, Handicap visuel;;;;07/11/2017;11/06/2018;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Non;Oui;Non;Non;Non;Oui;Confédération Syndicale des Familles;Non;Accès Internet|Espace de confidentialité|Imprimante|Photocopieuse|Scanner|Téléphone;;Centre social;;01/10/2017;01/10/2017;Centre socioculturel Danielle Mitterrand Ambarès-et-Lagrave;;;Point Relais CAF Point Information Jeunesse;
Ambleteuse (Bureau de Poste);Le bureau de poste réunit les services sous un même toit avec une Maison de services au public et devient un véritable lieu d’accueil, d’information, et d’orientation. Le bureau dispose d’un îlot de services au public avec un accès à des services numériques. Les habitants peuvent être accompagnés dans leurs démarches de la vie quotidienne, en lien avec les opérateurs de services publics « essentiels ».;Oui;Lundi 9h00 - 12h00 / 13h30 - 16h15 Mardi 9h00 - 12h00 / 13h30 - 16h15 Mercredi 9h00 - 12h00 Jeudi 9h00 -12h00 / 13h30 - 16h15 Vendredi 9h00 - 12h00 / 13h30 - 16h15 Samedi 9h00 - 12h00;Non;8 rue du maréchal Foch;;62164;Ambleteuse;msap.ambleteuse@laposte.fr;;;Oui;;Non;Handicap moteur;;;;14/11/2016;10/04/2018;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;;Non;Accès Internet|Espace de confidentialité|Imprimante|Photocopieuse|Scanner|Visio conférence|Wifi;;Bureau de Poste;;19/11/2016;19/11/2016;La Poste;;;;
Ambrières-les-Vallées;La Maison de services au public a été créée en 2009. Les usagers peuvent : - se renseigner auprès d'un agent pour l'aider dans ses démarches d'ordre social (emploi, caf, cpam...) - utiliser une connexion internet pour recherche d'emploi, rédaction de CV et lettre de motivation, consulter les sites partenaires...;Non;Du lundi au vendredi : de 9h00 à 12h00 et de 14h00 à 17h00 Fermé le lundi matin;Non;6 Place du Château;BP34;53300;Ambrières-les-Vallées;directiontechnique@cc-bocagemayennais.fr;;02.43.08.01.79;Oui;;Non;;;;;24/02/2016;21/06/2018;Oui;Oui;Non;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Assistante sociale;Non;Accès Internet|Fax|Imprimante|Scanner;;Communauté de communes|Mairie;;;;CC du Bocage Mayennais;;;;
Amfreville-la-Campagne (Bureau de Poste);Le bureau de poste réunit les services sous un même toit avec une Maison de services au public et devient un véritable lieu d’accueil, d’information, et d’orientation. Le bureau dispose d’un îlot de services au public avec un accès à des services numériques. Les habitants peuvent être accompagnés dans leurs démarches de la vie quotidienne, en lien avec les opérateurs de services publics « essentiels ».;Oui;Lundi : 9h-12h et 14h-16h30 Mardi : 9h30-12h30 et 14h-16h30 Mercredi : 9h-12h et 14h-16h30 Jeudi : 9h-12h et 14h-16h30 Vendredi : 9h-12h et 14h-16h30 Samedi : 9h-12h;Non;6 rue de Boury;;27370;Amfreville-la-Campagne;msap-amfreville-la-campagne@laposte.fr;;;Oui;;Non;Handicap auditif, Handicap moteur;;;;18/07/2016;24/01/2018;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Gendarmerie Nationale;Non;Accès Internet|Espace de confidentialité|Imprimante|Photocopieuse|Scanner|Visio conférence|Wifi;;Bureau de Poste;;31/12/2015;18/07/2016;La Poste;;;;
